Name,Address,District,Assignmode,Primaryormiddle,Quality,WGS84lat,WGS84lon,Correspondmiddle,Correspondmiddle_quality,Correspondmiddle_promoterate
东北师范大学附属中学朝阳学校,北京市朝阳区金盏乡楼梓庄路临6号,Chaoyang,None,middle,5,39.97606615,116.5672344,None,None,0
中国人民大学附属中学,北京市海淀区中关村大街37号,Haidian,None,middle,1,39.97329577,116.3116055,None,None,0
中国人民大学附属中学分校,北京市海淀区双榆树南里二区3号,Haidian,None,middle,3,39.96499513,116.3230859,None,None,0
中国人民大学附属中学实验小学,北京市海淀区知春里小区甲22号,Haidian,Random,primary,1,39.9722556,116.3175774,None,None,0
中国人民大学附属中学朝阳学校,北京市朝阳区太阳宫南街8号,Chaoyang,None,middle,5,39.97528732,116.4348621,None,None,0
中国人民大学附属中学朝阳学校,北京市朝阳区太阳宫南街8号,Chaoyang,Nineyears,primary,5,39.97528732,116.4348621,中国人民大学附属中学朝阳学校,5,1
中国人民大学附属中学朝阳实验学校,北京市朝阳区太阳宫北街新区D区,Chaoyang,Random,primary,5,39.97295798,116.4452577,None,None,0
中国人民大学附属中学第二分校,北京市海淀区蓝靛厂路25号,Haidian,None,middle,5,39.96535239,116.2716214,None,None,0
中国人民大学附属中学翠微学校,北京市海淀区翠微路1号,Haidian,None,middle,5,39.91211533,116.2958023,None,None,0
中国人民大学附属小学,北京市海淀区蓝靛厂路18号,Haidian,Random,primary,1,39.96486714,116.2718404,None,None,0
中国人民大学附属小学银燕分校,北京市海淀区厢红旗48号,Haidian,Random,primary,5,39.96593553,116.2816522,None,None,0
中国传媒大学附属中学,北京市朝阳区大黄庄西里一号,Chaoyang,None,middle,5,39.91336015,116.5422316,None,None,0
中国传媒大学附属小学,北京市朝阳区定福庄南里2号,Chaoyang,Random,primary,5,39.91231743,116.5523175,None,None,0
中国农业大学附属实验小学,北京市海淀区学清路32号,Haidian,Random,primary,4,40.00233246,116.3468279,None,None,0
中国农业科学院附属小学,北京市海淀区中关村南大街12号,Haidian,Random,primary,3,39.95708248,116.326564,None,None,0
中国地质大学附属中学,北京市海淀区成府路20号,Haidian,None,middle,5,39.99056762,116.3357269,None,None,0
中国教育科学研究院朝阳实验学校(中学校部),北京市朝阳区安贞西里一区13号楼,Chaoyang,None,middle,5,39.97232464,116.3929086,None,None,0
中国教育科学研究院朝阳实验学校(中学校部),北京市朝阳区安贞西里一区13号楼,Chaoyang,Nineyears,primary,5,39.97232464,116.3929086,中国教育科学研究院朝阳实验学校(中学校部),5,1
中国矿业大学（北京）附属中学,北京市海淀区学院路丁11号,Haidian,None,middle,5,39.9955725,116.3406775,None,None,0
中国科学院附属实验学校,北京市朝阳区华严里68号院楼1-5号楼,Chaoyang,None,middle,5,39.97632873,116.3815215,None,None,0
中国科学院附属实验学校,北京市朝阳区华严里68号院楼1-5号楼,Chaoyang,Nineyears,primary,5,39.97632873,116.3815215,中国科学院附属实验学校,5,1
中国音乐学院附属北京实验学校,北京市朝阳区安慧里四区12号,Chaoyang,Random,primary,4,39.98998694,116.4054227,None,None,0
中央工艺美术学院附属中学,北京市东城区东直门外小街甲27号,Dongcheng,None,middle,5,39.94349198,116.4381104,None,None,0
中央工艺美院附中艺美小学,北京市东城区东直门外胡家园20号,Dongcheng,Random,primary,4,39.94306598,116.4380196,None,None,0
中央民族大学附属中学,北京市海淀区法华寺甲5号,Haidian,None,middle,5,39.94903671,116.3107689,None,None,0
人大附中西山学校,北京市海淀区马连洼南路9号,Haidian,None,middle,5,40.03086046,116.2768042,None,None,0
北京世青国际学校,北京市朝阳区花家地北里18号,Chaoyang,None,middle,5,39.98401994,116.4617287,None,None,0
北京世青国际学校,北京市朝阳区花家地北里18号,Chaoyang,Nineyears,primary,5,39.98401994,116.4617287,北京世青国际学校,5,1
北京中医学院附属中学,北京市朝阳区和平街十五区1号院,Chaoyang,None,middle,5,39.96494746,116.4250829,None,None,0
北京中学,北京市朝阳区西坝河东里1号,Chaoyang,None,middle,5,39.96390184,116.4425218,None,None,0
北京中学东坝南校区（新增）,北京市朝阳区东坝中街临7号,Chaoyang,None,middle,5,39.96467212,116.5503672,None,None,0
北京中学东坝南校区（新增）,北京市朝阳区东坝中街临7号,Chaoyang,Nineyears,primary,5,39.96467212,116.5503672,北京中学东坝南校区（新增）,5,1
北京乐成国际学校,北京市朝阳区百子湾南二路77号,Chaoyang,None,middle,5,39.89595445,116.4686109,None,None,0
北京乐成国际学校,北京市朝阳区百子湾南二路77号,Chaoyang,Nineyears,primary,5,39.89595445,116.4686109,北京乐成国际学校,5,1
北京光明小学,北京市东城区光明路甲12号,Dongcheng,Random,primary,1,39.88266862,116.4312114,None,None,0
北京八十学校,北京市朝阳区望京北路甲16号国际教育大楼,Chaoyang,None,middle,5,40.00989525,116.4695409,None,None,0
北京八十学校,北京市朝阳区望京北路甲16号国际教育大楼,Chaoyang,Nineyears,primary,5,40.00989525,116.4695409,北京八十学校,5,1
北京农业大学附属中学,北京市海淀区圆明园西路三号,Haidian,None,middle,5,40.02186971,116.272974,None,None,0
北京农业大学附属小学,北京市海淀区圆明园西路3号院内,Haidian,Random,primary,5,40.02115475,116.2745451,None,None,0
北京化工大学附属中学,北京市朝阳区惠新里38号楼,Chaoyang,None,middle,5,39.9787199,116.414578,None,None,0
北京化工大学附属中学,北京市朝阳区惠新里38号楼,Chaoyang,Nineyears,primary,5,39.9787199,116.414578,北京化工大学附属中学,5,1
北京医学院附属中学,北京市海淀区花园北路40号,Haidian,None,middle,4,39.980143,116.356833,None,None,0
北京医科大学附属小学,北京市海淀区花园路甲3号,Haidian,Direct,primary,3,39.9767712,116.3583158,北京医学院附属中学,4,0.5
北京国际艺术与科学学校,北京市朝阳区朝阳公园西路麦子店正街53号,Chaoyang,None,middle,5,39.94156697,116.4664079,None,None,0
北京国际艺术与科学学校,北京市朝阳区朝阳公园西路麦子店正街53号,Chaoyang,Nineyears,primary,5,39.94156697,116.4664079,北京国际艺术与科学学校,5,1
北京外国语大学附属中学,北京市海淀区万寿寺北里14号,Haidian,None,middle,5,39.95093683,116.3061059,None,None,0
北京外国语大学附属小学,北京市海淀区魏公村小区23号楼,Haidian,Random,primary,5,39.95218378,116.3112777,None,None,0
北京大学附属中学,北京市海淀区大泥湾路甲82号,Haidian,None,middle,2,39.97588204,116.3140849,None,None,0
北京大学附属小学,北京市海淀区北京大学燕东园,Haidian,Random,primary,2,39.99558664,116.3119487,None,None,0
北京实验学校（海淀）,北京市海淀区阜成路甲3号,Haidian,None,middle,5,39.92450873,116.3209569,None,None,0
北京实验学校（海淀）,北京市海淀区阜成路甲3号,Haidian,Nineyears,primary,4,39.92450873,116.3209569,北京实验学校（海淀）,5,1
北京小学,北京市西城区槐柏树街9号,Xicheng,Random,primary,1,39.89513015,116.354358,None,None,0
北京小学天宁寺分校,北京市西城区天宁寺前街35号,Xicheng,Random,primary,5,39.89200527,116.3395719,None,None,0
北京小学红山分校,北京市西城区广安门外大街305号院二区,Xicheng,Random,primary,5,39.89063747,116.3283827,None,None,0
北京小学走读部,北京市西城区北线阁街2号,Xicheng,Random,primary,4,39.89068661,116.3471373,None,None,0
北京工业大学实验学校,北京市朝阳区华威西里48号,Chaoyang,None,middle,5,39.87311036,116.4448992,None,None,0
北京工业大学附属中学,北京市朝阳区双井大路园0号,Chaoyang,None,middle,5,39.89789364,116.4427793,None,None,0
北京工业大学附属中学,北京市朝阳区双井大路园0号,Chaoyang,Nineyears,primary,5,39.89789364,116.4427793,北京工业大学附属中学,5,1
北京工业大学附属中学双合分校,北京市朝阳区王四营乡双合中路8号院1号楼,Chaoyang,None,middle,5,39.85405323,116.5228022,None,None,0
北京工业大学附属中学双合分校,北京市朝阳区王四营乡双合中路8号院1号楼,Chaoyang,Nineyears,primary,5,39.85405323,116.5228022,北京工业大学附属中学双合分校,5,1
北京工业大学附属中学双桥分校,北京市朝阳区双桥中路北京工业大学附属中学双桥分校,Chaoyang,None,middle,5,39.89276005,116.5836805,None,None,0
北京工业大学附属中学英才分校,北京市朝阳区磨房北里230号,Chaoyang,None,middle,5,39.87924085,116.466269,None,None,0
北京工业大学附属中学英才分校,北京市朝阳区磨房北里230号,Chaoyang,Nineyears,primary,5,39.87924085,116.466269,北京工业大学附属中学英才分校,5,1
北京市一零一实验学校,北京市海淀区双榆树东里35号,Haidian,None,middle,5,39.96745858,116.3212896,None,None,0
北京市三帆中学,北京市西城区德外新风街7号,Xicheng,None,middle,2,39.96116985,116.3688964,None,None,0
北京市三里屯一中,北京市朝阳区北三里屯甲5号,Chaoyang,None,middle,5,39.93570967,116.4478886,None,None,0
北京市三里屯一中,北京市朝阳区北三里屯甲5号,Chaoyang,Nineyears,primary,5,39.93570967,116.4478886,北京市三里屯一中,5,1
北京市上地实验学校,北京市海淀区上地二街3号,Haidian,None,middle,5,40.03263158,116.3020647,None,None,0
北京市上庄中学,北京市海淀区上庄镇43号,Haidian,None,middle,5,40.09482724,116.2093539,None,None,0
北京市上庄第二中学,北京市海淀区上庄镇东小营2号,Haidian,None,middle,5,40.12327542,116.1943616,None,None,0
北京市东城区东交民巷小学,北京市东城区台基厂大街14号,Dongcheng,Random,primary,3,39.90192619,116.4056517,None,None,0
北京市东城区东四七条小学,北京市东城区东四七条31号,Dongcheng,Random,primary,4,39.93045215,116.4165977,None,None,0
北京市东城区东四九条小学,北京市东城区东四九条67号,Dongcheng,Random,primary,3,39.93169336,116.4122789,None,None,0
北京市东城区东四十四条小学,北京市东城区东四十三条73号,Dongcheng,Direct,primary,5,39.92526049,116.4133739,北京市第五中学分校,5,0.2
北京市东城区东高房小学,北京市东城区沙滩北街东高房胡同13号,Dongcheng,Random,primary,5,39.92546762,116.3965259,None,None,0
北京市东城区什锦花园小学,北京市东城区美术馆后街48号,Dongcheng,Random,primary,4,39.92761847,116.4030846,None,None,0
北京市东城区体育馆路小学,北京市东城区法华南里21号,Dongcheng,Random,primary,4,39.88428966,116.4202172,None,None,0
北京市东城区分司厅小学,北京市东城区鼓楼东大街小经厂2号,Dongcheng,Random,primary,2,39.93985113,116.3990004,None,None,0
北京市东城区前门小学,北京市东城区崇文门西河沿甲211号,Dongcheng,Random,primary,4,39.89850724,116.4008788,None,None,0
北京市东城区北新桥小学,北京市东城区东直门北大街乙2号,Dongcheng,Direct,primary,5,39.94747917,116.4293943,北京市东直门中学,5,0.2
北京市东城区北池子小学,北京市东城区北池子大街46号,Dongcheng,Random,primary,5,39.91770527,116.3966851,None,None,0
北京市东城区北锣鼓巷小学,北京市东城区安定门内千福巷5号,Dongcheng,Random,primary,5,39.94623433,116.3957805,None,None,0
北京市东城区史家实验学校（曙光）,北京市东城区东中街铜厂子胡同8号,Dongcheng,Random,primary,3,39.93584408,116.4322414,None,None,0
北京市东城区史家小学分校,北京市东城区北门仓胡同1号,Dongcheng,Random,primary,3,39.93425278,116.424648,None,None,0
北京市东城区史家胡同小学,北京市东城区南工匠营胡同2号,Dongcheng,Random,primary,1,39.92470566,116.4213868,None,None,0
北京市东城区和平里第一小学,北京市东城区和平里中街甲21号,Dongcheng,Direct,primary,3,39.95635945,116.4133896,北京市第一七一中学,3,0.2
北京市东城区和平里第三小学,北京市东城区兴化路9号,Dongcheng,Random,primary,4,39.96126955,116.4076709,None,None,0
北京市东城区和平里第九小学,北京市东城区和平里七区20号楼,Dongcheng,Random,primary,3,39.95945601,116.4156894,None,None,0
北京市东城区和平里第二小学,北京市东城区和平里民旺南胡同20号,Dongcheng,Random,primary,4,39.94972759,116.4211602,None,None,0
北京市东城区和平里第四小学,北京市东城区和平里交林夹道1号,Dongcheng,Random,primary,2,39.95602577,116.422306,None,None,0
北京市东城区回民实验小学,北京市东城区东花市北里西区1号,Dongcheng,Random,primary,4,39.89634569,116.4225,None,None,0
北京市东城区回民实验小学,北京市东城区东花市大街99号,Dongcheng,Random,primary,5,39.89619067,116.4216778,None,None,0
北京市东城区回民小学,北京市东城区朝阳门内大街124号,Dongcheng,Random,primary,4,39.92267975,116.4232127,None,None,0
北京市东城区地坛小学,北京市东城区和平里九区甲2号,Dongcheng,Direct,primary,3,39.95931719,116.4067955,北京市第一七一中学,3,0.3
北京市东城区培新小学,北京市东城区幸福巷4号,Dongcheng,Random,primary,3,39.88824669,116.4258352,None,None,0
北京市东城区天坛东里小学,北京市东城区天坛东里内8号,Dongcheng,Random,primary,5,39.87525263,116.4124992,None,None,0
北京市东城区天坛南里小学,北京市东城区天坛南里西区16号,Dongcheng,Random,primary,5,39.87308802,116.3978526,None,None,0
北京市东城区安外三条小学,北京市东城区安外上龙北巷3号,Dongcheng,Direct,primary,5,39.9528527,116.4004911,北京市第一七一中学,3,0.2
北京市东城区定安里小学,北京市东城区定安里26号,Dongcheng,Random,primary,5,39.85979773,116.4037845,None,None,0
北京市东城区宝华里小学,北京市东城区沙子口路63号,Dongcheng,Random,primary,5,39.85907792,116.3997125,None,None,0
北京市东城区师范学校附属小学,北京市东城区安定门外东河沿乙7号,Dongcheng,Random,primary,4,39.94944197,116.4043803,None,None,0
北京市东城区帽儿胡同小学,北京市东城区帽儿胡同17号,Dongcheng,Random,primary,5,39.93500686,116.3942815,None,None,0
北京市东城区府学胡同小学,北京市东城区府学胡同65号,Dongcheng,Random,primary,1,39.93440704,116.4026623,None,None,0
北京市东城区文汇小学,北京市东城区广渠门外忠实里南街乙58号,Dongcheng,Random,primary,5,39.89478967,116.4399836,None,None,0
北京市东城区新开路东总布小学,北京市东城区新开路胡同55号,Dongcheng,Direct,primary,4,39.91050106,116.4147495,北京市第一六六中学,3,0.2
北京市东城区新怡小学,北京市东城区新怡家园9号,Dongcheng,Random,primary,5,39.89718497,116.406855,None,None,0
北京市东城区新景小学,北京市东城区西花市南里西区7号楼,Dongcheng,Random,primary,4,39.89329738,116.4165991,None,None,0
北京市东城区新鲜胡同小学,北京市东城区朝内南小街新鲜胡同36号,Dongcheng,Random,primary,4,39.91975795,116.4235162,None,None,0
北京市东城区方家胡同小学,北京市东城区方家胡同17号,Dongcheng,Random,primary,5,39.94275616,116.4077765,None,None,0
北京市东城区春江小学,北京市东城区南水关胡同60号,Dongcheng,Random,primary,5,39.91755274,116.4277393,None,None,0
北京市东城区景泰小学,北京市东城区永外杨家园路10号,Dongcheng,Direct,primary,3,39.8651888,116.4062992,北京市文汇中学,5,0.2
北京市东城区板厂小学,北京市东城区板厂南里7号,Dongcheng,Random,primary,3,39.8834338,116.4360075,None,None,0
北京市东城区校尉胡同小学,北京市东城区校尉胡同8号,Dongcheng,Random,primary,4,39.91335114,116.4080992,None,None,0
北京市东城区永生小学,北京市东城区永生巷6号旁门,Dongcheng,Random,primary,5,39.88296133,116.42076109999999,None,None,0
北京市东城区法华寺街小学,北京市东城区葱店西街56号,Dongcheng,Random,primary,5,39.8870021,116.4173896,None,None,0
北京市东城区灯市口小学,北京市东城区灯市口北巷14号,Dongcheng,Random,primary,3,39.91905718,116.4077598,None,None,0
北京市东城区精忠街小学,北京市东城区精忠街11号,Dongcheng,Random,primary,5,39.88746677,116.396209,None,None,0
北京市东城区织染局小学,北京市东城区水簸箕胡同甲5号,Dongcheng,Random,primary,5,39.93093719,116.4092453,None,None,0
北京市东城区美术馆后街小学,北京市东城区美术馆后街57号,Dongcheng,Random,primary,4,39.92840588,116.4019961,None,None,0
北京市东城区西中街小学,北京市东城区东直门外十字坡东里10号楼,Dongcheng,Random,primary,3,39.93899776,116.4344707,None,None,0
北京市东城区西总布小学,北京市东城区西总布胡同19号,Dongcheng,Random,primary,5,39.91097703,116.4179248,None,None,0
北京市东城区遂安伯小学,北京市东城区金宝街65号,Dongcheng,Random,primary,4,39.91444291,116.4180849,None,None,0
北京市东城区金台书院小学,北京市东城区东晓市街203号,Dongcheng,Random,primary,5,39.88959773,116.4047812,None,None,0
北京市东城区雍和宫小学,北京市东城区藏经馆胡同27号,Dongcheng,Random,primary,5,39.94605178,116.4122688,None,None,0
北京市东城区青年湖小学,北京市东城区安德里北街20号,Dongcheng,Random,primary,5,39.95561741,116.3922261,None,None,0
北京市东城区革新里小学,北京市东城区永外管村5号,Dongcheng,Random,primary,5,39.86209405,116.3913093,None,None,0
北京市东城区黑芝麻胡同小学,北京市东城区黑芝麻胡同11号,Dongcheng,Random,primary,2,39.93715452,116.3955812,None,None,0
北京市东方德才学校,北京市朝阳区水碓子北里9号楼,Chaoyang,None,middle,5,39.92851815,116.4706452,None,None,0
北京市东方德才学校,北京市朝阳区水碓子北里9号楼,Chaoyang,Nineyears,primary,5,39.92851815,116.4706452,北京市东方德才学校,5,1
北京市东直门中学,北京市东城区东直门内北顺城街2号,Dongcheng,None,middle,5,39.94342295,116.4251272,None,None,0
北京市中关村中学,北京市海淀区科学院南路甲14号,Haidian,None,middle,4,39.9770221,116.3193128,None,None,0
北京市中关村中学分校,北京市海淀区蓟门里小区北甲11号,Haidian,None,middle,5,39.96947185,116.3440437,None,None,0
北京市中关村外国语学校,北京市海淀区建材西路12号,Haidian,None,middle,5,40.06096924,116.3503147,None,None,0
北京市中关村外国语学校,北京市海淀区建材西路12号,Haidian,Nineyears,primary,5,40.06096924,116.3503147,北京市中关村外国语学校,5,1
北京市中央商务区实验学校,北京市朝阳区西大望路下甸甲1号,Chaoyang,None,middle,5,39.90231075,116.4713187,None,None,0
北京市中央商务区实验学校,北京市朝阳区西大望路下甸甲1号,Chaoyang,Nineyears,primary,5,39.90231075,116.4713187,北京市中央商务区实验学校,5,1
北京市中科启元学校,北京市海淀区中关村南三街10号,Haidian,None,middle,5,39.98131734,116.3221856,None,None,0
北京市中科启元学校,北京市海淀区中关村南三街10号,Haidian,Nineyears,primary,5,39.98131734,116.3221856,北京市中科启元学校,5,1
北京市二十一世纪国际学校,北京市海淀区恩济庄46号,Haidian,None,middle,5,39.93070714,116.2778085,None,None,0
北京市二十一世纪国际学校,北京市海淀区恩济庄46号,Haidian,Nineyears,primary,5,39.93070714,116.2778085,北京市二十一世纪国际学校,5,1
北京市仕尚中学,北京市海淀区上庄路2号,Haidian,None,middle,5,40.09907798,116.2075585,None,None,0
北京市体育场路中学,北京市朝阳区工体南路1号,Chaoyang,None,middle,5,39.92538296,116.4430367,None,None,0
北京市八一学校,北京市海淀区苏州街29号,Haidian,None,middle,3,39.97915768,116.2993533,None,None,0
北京市八一学校,北京市海淀区苏州街29号,Haidian,Nineyears,primary,4,39.97915768,116.2993533,北京市八一学校,3,1
北京市八一学校附属玉泉中学,北京市海淀区厢红旗东门外甲3号,Haidian,None,middle,5,40.0043732,116.2509919,None,None,0
北京市八里庄第三中学,北京市朝阳区八里庄北里203楼,Chaoyang,None,middle,5,39.92603584,116.4932035,None,None,0
北京市六一中学,北京市海淀区定慧西里17号,Haidian,None,middle,5,39.92170057,116.2738471,None,None,0
北京市前门外国语学校,北京市东城区前门东大街甲14号,Dongcheng,None,middle,5,39.89837515,116.3974589,None,None,0
北京市力迈外国语学校,北京市朝阳区仰山路2号,Chaoyang,None,middle,5,40.02522935,116.4102238,None,None,0
北京市力迈外国语学校,北京市朝阳区仰山路2号,Chaoyang,Nineyears,primary,5,40.02522935,116.4102238,北京市力迈外国语学校,5,1
北京市劲松第一中学,北京市朝阳区劲松一区125楼,Chaoyang,None,middle,5,39.88490894,116.4520281,None,None,0
北京市北外附属外国语学校,北京市海淀区西二旗大街19号,Haidian,None,middle,5,40.05828713,116.314474,None,None,0
北京市北外附属外国语学校,北京市海淀区西二旗大街19号,Haidian,Nineyears,primary,4,40.05828713,116.314474,北京市北外附属外国语学校,5,1
北京市北纬路中学,北京市西城区北纬路46号,Xicheng,None,middle,5,39.88191103,116.3845221,None,None,0
北京市北达资源中学,北京市海淀区北京大学畅春园,Haidian,None,middle,4,39.99266942,116.2945793,None,None,0
北京市十一学校,北京市海淀区玉泉路66号,Haidian,None,middle,2,39.90003581,116.2474619,None,None,0
北京市十一学校一分校,北京市海淀区万寿路街道翠微路19号,Haidian,None,middle,4,39.89960911,116.2938876,None,None,0
北京市十一学校一分校,北京市海淀区万寿路街道翠微路19号,Haidian,Nineyears,primary,4,39.89960911,116.2938876,北京市十一学校一分校,4,1
北京市十一学校龙樾实验中学,北京市海淀区小营C3地块,Haidian,None,middle,5,40.0369187,116.3383868,None,None,0
北京市十八里店中学,北京市朝阳区十八里店乡周家庄甲1号,Chaoyang,None,middle,5,39.85954255,116.4712863,None,None,0
北京市华侨城黄冈中学,北京市朝阳区金蝉欢乐园1号院甲1号,Chaoyang,None,middle,5,39.86707639,116.4950279,None,None,0
北京市呼家楼中学,北京市朝阳区呼家楼西里南街2号,Chaoyang,None,middle,5,39.91848454,116.4592513,None,None,0
北京市和平北路学校,北京市东城区安外大街168号,Dongcheng,None,middle,5,39.95339158,116.4024038,None,None,0
北京市和平北路学校,北京市东城区安外大街168号,Dongcheng,Nineyears,primary,5,39.95339158,116.4024038,北京市和平北路学校,5,1
北京市和平街第一中学,北京市朝阳区和平家园8区16楼,Chaoyang,None,middle,5,39.96208071,116.4150036,None,None,0
北京市和平街第一中学,北京市朝阳区和平家园8区16楼,Chaoyang,Nineyears,primary,5,39.96208071,116.4150036,北京市和平街第一中学,5,1
北京市和平门中学,北京市西城区南新华街15号,Xicheng,None,middle,5,39.89636805,116.3778992,None,None,0
北京市回民学校,北京市西城区广内大街225号,Xicheng,None,middle,5,39.8901535,116.3593549,None,None,0
北京市团结湖第三中学,北京市朝阳区团结湖中路8号,Chaoyang,None,middle,5,39.92599896,116.4655513,None,None,0
北京市国子监中学,北京市东城区国子监街26号,Dongcheng,None,middle,5,39.94392656,116.408637,None,None,0
北京市垂杨柳中学,北京市朝阳区松榆里20号,Chaoyang,None,middle,5,39.8732194,116.464836,None,None,0
北京市外国语学校,北京市东城区报房胡同82号,Dongcheng,None,middle,5,39.92045188,116.4072672,None,None,0
北京市太平路中学,北京市海淀区太平路8号,Haidian,None,middle,5,39.8988573,116.2742178,None,None,0
北京市奶子房中学,北京市朝阳区崔各庄乡奶西村626号,Chaoyang,None,middle,5,40.04141255,116.4622376,None,None,0
北京市实验外国语学校,北京市朝阳区朝阳路3号,Chaoyang,None,middle,5,39.91203306,116.6042876,None,None,0
北京市宣武回民小学,北京市西城区牛街西里一区5号,Xicheng,Random,primary,5,39.88480329,116.3558025,None,None,0
北京市宣武外国语实验学校,北京市西城区莲花河胡同4号,Xicheng,None,middle,5,39.88985058,116.3219379,None,None,0
北京市宣武师范学校附属第一小学,北京市西城区右安门内大街26号,Xicheng,Random,primary,3,39.8738258,116.3580843,None,None,0
北京市崇文小学,北京市东城区花市枣苑12号,Dongcheng,Random,primary,3,39.89365429,116.4228288,None,None,0
北京市崇文门中学,北京市东城区东花市北里西区5号,Dongcheng,None,middle,5,39.89634569,116.4225,None,None,0
北京市师达中学,北京市海淀区闵庄路70号,Haidian,None,middle,4,39.96919113,116.2213844,None,None,0
北京市广渠门中学,北京市东城区白桥大街甲1号,Dongcheng,None,middle,5,39.89426975,116.4323584,None,None,0
北京市建华实验学校,北京市海淀区玉泉路66号,Haidian,None,middle,5,39.90003581,116.2474619,None,None,0
北京市建华实验学校,北京市海淀区玉泉路66号,Haidian,Nineyears,primary,3,39.90003581,116.2474619,北京市建华实验学校,5,1
北京市徐悲鸿中学,北京市西城区右安门西街甲10号院,Xicheng,None,middle,5,39.86979205,116.3537725,None,None,0
北京市忠德学校,北京市朝阳区东苇路9号,Chaoyang,None,middle,5,39.91953531,116.5841606,None,None,0
北京市忠德学校,北京市朝阳区东苇路9号,Chaoyang,Nineyears,primary,5,39.91953531,116.5841606,北京市忠德学校,5,1
北京市文汇中学,北京市东城区广渠门外忠实里东区9号,Dongcheng,None,middle,5,39.89599893,116.4393514,None,None,0
北京市新光中学,北京市西城区西黄城根北街6号,Xicheng,None,middle,5,39.92527957,116.3711081,None,None,0
北京市新教育实验学校,北京市朝阳区常营地区住欣家园102号,Chaoyang,None,middle,5,39.92249175,116.6062034,None,None,0
北京市新教育实验学校,北京市朝阳区常营地区住欣家园102号,Chaoyang,Nineyears,primary,5,39.92249175,116.6062034,北京市新教育实验学校,5,1
北京市日坛中学,北京市朝阳区建外光华西里4号,Chaoyang,None,middle,5,39.91005062,116.4460185,None,None,0
北京市日坛中学,北京市朝阳区建外光华西里4号,Chaoyang,Nineyears,primary,5,39.91005062,116.4460185,北京市日坛中学,5,1
北京市日坛中学实验学校,北京市朝阳区八里庄东里十号,Chaoyang,None,middle,5,39.91482151,116.4946744,None,None,0
北京市日坛中学实验学校,北京市朝阳区八里庄东里十号,Chaoyang,Nineyears,primary,5,39.91482151,116.4946744,北京市日坛中学实验学校,5,1
北京市星河实验学校,北京市朝阳区四季星河路星河湾小区1号院,Chaoyang,Random,primary,3,39.92476159,116.5173804,None,None,0
北京市月坛中学,北京市西城区南礼士路二条1号,Xicheng,None,middle,5,39.91006986,116.3442687,None,None,0
北京市望京实验学校,北京市朝阳区望京西园三区313楼,Chaoyang,None,middle,5,39.99878958,116.4684175,None,None,0
北京市望京实验学校,北京市朝阳区望京西园三区313楼,Chaoyang,Nineyears,primary,5,39.99878958,116.4684175,北京市望京实验学校,5,1
北京市朝阳区万子营民族小学,北京市朝阳区黑庄户乡万子营东村,Chaoyang,Random,primary,5,39.86243821,116.5937489,None,None,0
北京市朝阳区三里屯小学,北京市朝阳区三里屯东街4号,Chaoyang,Random,primary,5,39.93472045,116.4505247,None,None,0
北京市朝阳区上辛堡小学,北京市朝阳区孙河乡上辛堡村,Chaoyang,Random,primary,5,40.06277864,116.4812491,None,None,0
北京市朝阳区世纪东方国际学校,北京市朝阳区林萃路2号国家网球中心,Chaoyang,None,middle,5,40.01878713,116.3692986,None,None,0
北京市朝阳区世纪东方国际学校,北京市朝阳区林萃路2号国家网球中心,Chaoyang,Nineyears,primary,5,40.01878713,116.3692986,北京市朝阳区世纪东方国际学校,5,1
北京市朝阳区于家围小学,北京市朝阳区豆各庄乡石槽村西,Chaoyang,Random,primary,5,39.8820074,116.5658563,None,None,0
北京市朝阳区人大附中朝阳分校,北京市朝阳区太阳宫新区D区,Chaoyang,None,middle,5,39.97100905,116.4384616,None,None,0
北京市朝阳区人大附中朝阳分校,北京市朝阳区太阳宫新区D区,Chaoyang,Nineyears,primary,5,39.97100905,116.4384616,北京市朝阳区人大附中朝阳分校,5,1
北京市朝阳区八里庄中心小学,北京市朝阳区慈云寺北里117号,Chaoyang,Random,primary,4,39.91632859,116.48715610000001,None,None,0
北京市朝阳区兴隆小学,北京市朝阳区兴隆家园31号楼,Chaoyang,Random,primary,5,39.91043719,116.5189321,None,None,0
北京市朝阳区劲松第三小学,北京市朝阳区广渠门外东架松24号,Chaoyang,Random,primary,5,39.87643016,116.44788,None,None,0
北京市朝阳区劲松第四小学,北京市朝阳区劲松七区甲713楼,Chaoyang,Random,primary,4,39.87993597,116.4403916,None,None,0
北京市朝阳区北皋中心小学,北京市朝阳区崔各庄乡马南里小区,Chaoyang,Random,primary,5,40.02217902,116.501688,None,None,0
北京市朝阳区北马各庄小学,北京市朝阳区金盏乡北马各庄村,Chaoyang,Random,primary,5,39.98006616,116.6000765,None,None,0
北京市朝阳区十八里店小学,北京市朝阳区十八里店乡十八里店村885号,Chaoyang,Random,primary,5,39.84549966,116.4731046,None,None,0
北京市朝阳区半壁店小学,北京市朝阳区广渠路东半壁店村,Chaoyang,Random,primary,5,39.89265583,116.4799453,None,None,0
北京市朝阳区南磨房中心小学,北京市朝阳区松榆东里3号楼,Chaoyang,Random,primary,5,39.87363315,116.4681554,None,None,0
北京市朝阳区博文学校,北京市朝阳区十八里店乡十八里店村,Chaoyang,Random,primary,5,39.82834845,116.48437,None,None,0
北京市朝阳区博雅小学,北京市朝阳区东坝乡驹子房村147号,Chaoyang,Random,primary,5,39.95423927,116.5542163,None,None,0
