Name,Address,District,Assignmode,Primaryormiddle,Quality,WGS84lat,WGS84lon,Correspondmiddle,Correspondmiddle_quality,Correspondmiddle_promoterate
清华大学附属实验学校,北京市海淀区中关村北大街清华大学院内,Haidian,None,middle,5,40.00104558,116.316925,None,None,0
清华大学附属实验学校,北京市海淀区中关村北大街清华大学院内,Haidian,Nineyears,primary,5,40.00104558,116.316925,清华大学附属实验学校,5,1
清华大学附属小学,北京市海淀区清华大学院内,Haidian,Random,primary,3,40.00104558,116.316925,None,None,0
清华大学附属小学商务中心区实验小学,北京市朝阳区建国门外大街4号,Chaoyang,Random,primary,5,39.90587504,116.4474435,None,None,0
首都师范大学第二附属中学,北京市海淀区增光路50号,Haidian,None,middle,5,39.92639176,116.3083993,None,None,0
首都师范大学附属中学,北京市海淀区北洼路33号,Haidian,None,middle,2,39.92859567,116.2950616,None,None,0
首都师范大学附属中学第一分校,北京市海淀区阜石路甲59号,Haidian,None,middle,5,39.92546215,116.2362247,None,None,0
首都师范大学附属实验学校,北京市朝阳区望京花园133号楼,Chaoyang,None,middle,5,40.00669311,116.4661074,None,None,0
首都师范大学附属实验学校,北京市朝阳区望京花园133号楼,Chaoyang,Nineyears,primary,5,40.00669311,116.4661074,首都师范大学附属实验学校,5,1
首都师范大学附属小学,北京市海淀区通汇路9号,Haidian,Random,primary,4,39.94008537,116.2648308,None,None,0
首都师范大学附属朝阳实验小学,北京市朝阳区垡头翠成馨园219号楼,Chaoyang,Random,primary,2,39.85620676,116.5035928,None,None,0
首都师范大学附属玉泉学校,北京市海淀区闵庄南路,Haidian,None,middle,5,39.96487131,116.2415328,None,None,0
首都师范大学附属玉泉学校,北京市海淀区闵庄南路,Haidian,Nineyears,primary,5,39.96487131,116.2415328,首都师范大学附属玉泉学校,5,1
首都师范大学附属育新学校,北京市海淀区西三旗育新花园34号,Haidian,None,middle,5,40.05504292,116.3371527,None,None,0
首都师范大学附属育新学校,北京市海淀区西三旗育新花园34号,Haidian,Nineyears,primary,3,40.05504292,116.3371527,首都师范大学附属育新学校,5,1
