unitprice,name,age,WGS84lat,WGS84lon,lift
57254.5,南十里居10号院,1988,39.95578711,116.494682,FALSE
66559,国际友谊花园,1997,39.95578965,116.4412596,TRUE
76685.66667,远洋新干线,2005,39.95582736,116.4537225,TRUE
110524,交林,1992,39.95583738,116.422428,FALSE
70237,左家庄北里,1993,39.95584531,116.436681,FALSE
120979,鲁艺上河村一区,2002,39.95590787,116.2851502,TRUE
89446,华远九都汇,2011,39.9560175,116.4599308,TRUE
112110.8,农科院,1999,39.9560905,116.3218784,TRUE
97456.86667,晨月园,2007,39.95619803,116.2778805,TRUE
84898,新外大街21号院,1981,39.95620772,116.3645321,TRUE
93566,学院南路8号,1982,39.9562837,116.3603581,FALSE
89900,三秀涵雅,2000,39.95635592,116.4002554,TRUE
64774,嘉和丽园,2001,39.95639043,116.4590571,TRUE
69694,奥林匹克花园一期,2003,39.95644026,116.5347319,FALSE
71997.16667,奥林匹克花园四期,2009,39.95644026,116.5347319,TRUE
51388.66667,东风家园,2000,39.95656895,116.4891968,TRUE
66944,静安庄一区,1979,39.95659532,116.4416172,FALSE
99532,安外花园,1986,39.956636,116.405485,FALSE
89524,黄寺大街2号院,1990,39.95683786,116.3975259,FALSE
133754,新康街甲一号,2000,39.95683909,116.3699255,FALSE
106427,西山美墅馆E区,2005,39.95715511,116.2356968,FALSE
94952,西山美墅馆F区,2004,39.95715511,116.2356968,FALSE
85658,西山美墅馆K区,2004,39.95715511,116.2356968,FALSE
92865,西山美墅馆L区,2004,39.95715511,116.2356968,FALSE
79366,燕莎后,2006,39.95716165,116.4930969,TRUE
91209,厂洼小区,1987,39.95725076,116.2993923,FALSE
72753.5,国际港,2002,39.95725545,116.4524031,TRUE
90219.42857,青年湖北里,1988,39.95731745,116.3999791,FALSE
102633,安德里北街25号院,1990,39.95732146,116.3828638,TRUE
94523,地坛北里,1985,39.95738892,116.4082013,FALSE
124138,新康街3号院,1982,39.95740001,116.3664727,FALSE
63428,霞光里30号院,1992,39.95747006,116.4582179,FALSE
63379,奥林匹克花园三期,2007,39.95754144,116.539513,TRUE
127013,新明嘉园,2000,39.95759046,116.3683392,FALSE
123128,五路通北街1号,1958,39.95760088,116.3757317,FALSE
98582.5,和平里一区,1990,39.95763841,116.4155752,TRUE
72469,鼓楼外大街,1991,39.95768608,116.3889096,FALSE
81497,学院派,2009,39.95770302,116.3463913,TRUE
82683,远洋公馆,2008,39.95786486,116.4552077,TRUE
71889,静安东里,1992,39.95799489,116.4439432,FALSE
63683,泰华滨河苑,2005,39.95806162,116.4910251,TRUE
92294.2,皂君西里,1983,39.95811562,116.3279215,FALSE
89244,安外大街80号院,1987,39.95816927,116.4024102,TRUE
94527.22222,和平里七区,1989,39.9582136,116.4138922,FALSE
109757,青年湖北街,1997,39.95826283,116.3992299,TRUE
91729,兴化西里,1976,39.95844073,116.4054575,FALSE
56011.5,南十里居,1997,39.95846981,116.4943757,FALSE
91253.85714,皂君东里,1988,39.95857944,116.3302861,TRUE
48591.33333,东泽园,2011,39.95867435,116.5521964,TRUE
56591.25,驼房营南里,2000,39.95883029,116.4979984,TRUE
67455,亮马水晶,2003,39.95888845,116.4845009,TRUE
107768,垂虹园,2004,39.95895539,116.2799759,TRUE
130102.8333,新明胡同,1989,39.95899015,116.3687169,FALSE
129871,五路通北街3号院,1978,39.95903826,116.3758504,FALSE
65163,西坝河南里,1988,39.95907528,116.43282,TRUE
68747.33333,静安里,1988,39.95913052,116.4415418,TRUE
123429.2857,德外大街乙12号院,1986,39.95917692,116.3741265,FALSE
93276,康鸿家园,2000,39.95931898,116.4034266,FALSE
81085,天作国际中心,2006,39.95933327,116.3174215,TRUE
69489,中央财经大学家属楼,1993,39.95938638,116.3356115,FALSE
102201,瞰都国际,2005,39.95943466,116.4807276,TRUE
61492,酒仙桥十一街坊,1979,39.95945013,116.4839178,FALSE
100055.5,华府景园,2001,39.95949414,116.3999009,TRUE
61988.44444,梵谷水郡,2006,39.95950507,116.5004226,TRUE
92429.2,凤凰城一期,2002,39.95950644,116.4469704,TRUE
107986,凤凰城三期,2007,39.95950644,116.4469704,TRUE
109047.8,凤凰城二期,2005,39.95950644,116.4469704,TRUE
131794.75,新风南里,1995,39.95954794,116.3705955,FALSE
93154.33333,金夕园,2003,39.95960345,116.2726536,TRUE
104183,和平里九区,1990,39.95964534,116.4064134,FALSE
123661.4,什坊街,1965,39.9597333,116.377726,FALSE
81033,皂君庙甲16号院,1999,39.95973899,116.3308474,TRUE
49258,康静里,1993,39.95980411,116.5253989,FALSE
108460,时雨园,2005,39.95992429,116.2744282,TRUE
127738,什坊街2号院,1999,39.95995737,116.3779177,TRUE
129524.8333,新外大街10号院,1980,39.96005824,116.3675973,FALSE
87532,四道口9号院,1999,39.96011233,116.3371441,FALSE
97105.66667,化工大院,1988,39.96013584,116.4081744,FALSE
127056.25,北广家园,2005,39.96020035,116.3770829,TRUE
149533,新外大街乙8号院,2003,39.96022829,116.3648583,FALSE
87714,鑫雅苑,2000,39.96023705,116.3322129,TRUE
119813.5,人定湖北巷,1984,39.96024053,116.3814429,FALSE
151976.5,新风街,1989,39.96024861,116.3710733,TRUE
80960,锦鸿阁,2006,39.96034009,116.4247093,TRUE
90883.5,青年沟,1996,39.96040474,116.411271,FALSE
85994.4,安外大街3号院,1988,39.96046502,116.4000844,FALSE
88265,烟树园,2003,39.96054141,116.2734762,TRUE
110518.75,新起点嘉园,2002,39.96057725,116.2980115,TRUE
99847,皂君庙14号院,2000,39.96068531,116.3330839,FALSE
107424,小后仓,1990,39.96072675,116.3346485,FALSE
115736,晴波园,2004,39.96097416,116.2818426,TRUE
133855.6,康桥水郡,2003,39.96102107,116.289786,TRUE
77939,凯景铭座,2001,39.9610558,116.3969164,TRUE
107895.8,春荫园,2004,39.96106679,116.277392,TRUE
82263,皂君庙甲2号院,1990,39.96113617,116.3355414,FALSE
74974,泰利明苑,1997,39.96115732,116.399014,FALSE
122741.4,黄寺大街24号院,1997,39.96125629,116.3788364,TRUE
137380.3333,新外大街甲4号院,1980,39.96135042,116.3642139,FALSE
90864.5,新外大街15号院,1988,39.96136476,116.364042,FALSE
49390,红松园1号内,1960,39.96139228,116.5471816,FALSE
149215,新风街1号院,2000,39.961616,116.3729712,TRUE
64216,首开常青藤一期,2009,39.96164546,116.5254242,TRUE
75151,首开常青藤三期,2012,39.96164546,116.5254242,TRUE
68860,首开常青藤二期,2011,39.96164546,116.5254242,TRUE
58190,首开常青藤四期,2013,39.96164546,116.5254242,TRUE
152726.5,阳光丽景,2003,39.96181243,116.3814301,TRUE
108408,小南庄怡秀园,1996,39.96185713,116.297668,TRUE
74111,安华里五区,1991,39.96188076,116.3982955,TRUE
88000,三义庙南1号,1989,39.96190338,116.3058489,FALSE
119724.4167,光大花园,2000,39.96199553,116.2945016,TRUE
85205,皂君庙乙2号院,1988,39.96204788,116.334651,FALSE
119501,翠叠园,2004,39.96217342,116.2784529,TRUE
85366.66667,兴化路11号院,1983,39.96218226,116.4075512,TRUE
99953,小黄庄二区,1994,39.96228835,116.4055041,FALSE
68897,奥林匹克花园二期,2004,39.96231774,116.5358444,TRUE
54799.5,酒仙桥三街坊,1991,39.96244549,116.4947167,FALSE
79975.5,和平街十三区,2000,39.96250013,116.4197999,TRUE
119339.7273,双旗杆东里,1992,39.9625233,116.3814645,FALSE
88812,皂君庙丙4号院,1999,39.96257386,116.3323573,FALSE
79956,小黄庄前街13号院,1982,39.96262959,116.4064566,FALSE
159604,光大水墨风景,2005,39.96270271,116.288898,TRUE
130729.25,新外大街6号院,1986,39.96273328,116.3645743,FALSE
70543,西坝河中里,1985,39.96274554,116.4340729,TRUE
139276.0714,新外大街甲8号院,1991,39.96277453,116.3673872,FALSE
87164,皂君庙丙2号院,1987,39.96280449,116.3337262,FALSE
146477.2,蜂鸟家园,2004,39.96283925,116.2912002,TRUE
112242,中关村南大街甲8号,1998,39.96300918,116.3232355,FALSE
86865,政法大学文化楼,1976,39.96301454,116.3457508,FALSE
94625.82609,小南庄社区,1992,39.96307039,116.3004461,FALSE
91864,小黄庄一区,1990,39.96320854,116.4039906,TRUE
143872,新风北里,1988,39.9632126,116.3690438,TRUE
86671.25,大钟寺甲133号院,1996,39.96330076,116.332838,FALSE
89986.66667,安外大街,1994,39.96350264,116.4013199,TRUE
91882.66667,光熙家园一期,2006,39.96355355,116.4264793,TRUE
91786,光熙家园二期,2008,39.96355355,116.4264793,TRUE
50652.16667,电子城小区,2004,39.96357806,116.4972461,TRUE
135888,新风北街,1984,39.96365907,116.3701641,FALSE
94090.07692,阳光上东,2008,39.96370103,116.4772146,TRUE
58838,数码大厦,2003,39.96389694,116.3173272,TRUE
82792.4,明光北里,1988,39.96393704,116.3424798,TRUE
94906.5,甘水桥,1983,39.96402536,116.4010101,FALSE
92870.5,师大北路21号院,1999,39.9641282,116.3537704,TRUE
71057.33333,西坝河西里,1987,39.96414,116.4317698,TRUE
133834.5,德胜门外大街1号院,1990,39.96426535,116.3735503,FALSE
78520.66667,三义庙北,1995,39.96428192,116.3064709,FALSE
73232,和平街西苑,1996,39.96429838,116.4093,TRUE
94161.83333,双榆树南里二区,1988,39.96430205,116.3216113,FALSE
78774,和平西苑,2001,39.96435903,116.4103613,TRUE
128738.5,德外大街4号院,1999,39.96443298,116.374926,TRUE
101356,北三环中路40号院,1999,39.96444384,116.3583244,TRUE
55989,红松园北里2号院,1999,39.96445714,116.5478016,FALSE
126294.4375,阳春光华家园,2000,39.96451031,116.2950923,TRUE
67998.25,光熙门北里,1988,39.96455887,116.4287008,TRUE
64948,京泉馨苑,2005,39.96463149,116.2377887,FALSE
75212,安华里三区,1989,39.96464136,116.4009953,TRUE
131070.4583,马甸南村,1992,39.96464321,116.3725744,TRUE
99023.33333,建研院,1986,39.96464691,116.4080976,FALSE
69894.42857,曙光里,1992,39.96465817,116.4457291,TRUE
68820,和平街十二区,1980,39.96475412,116.4193612,TRUE
119549.3333,观山园,2004,39.96476746,116.2743938,TRUE
56052,晶都国际,2006,39.96477445,116.4860304,TRUE
79425.30769,紫金庄园,1999,39.96493153,116.3029302,TRUE
90929,裘马都,2008,39.96494465,116.453791,TRUE
79859,安华里二区,1987,39.96494847,116.3970067,TRUE
75711.25,和平街十五区1号院,1997,39.96496755,116.4244463,TRUE
93302,北三环中路34号院,1956,39.96501418,116.3601197,FALSE
81928,新外大街3号院,1960,39.96502413,116.3636783,FALSE
79927,安华西里一区,1990,39.96503574,116.389251,TRUE
91673.5,黄寺后身36号院,1991,39.96525562,116.3880594,FALSE
90274.875,友谊社区,1998,39.96530513,116.3101337,FALSE
99916.66667,万泉庄小区,1991,39.96536332,116.2993236,FALSE
119248.75,汇新家园,2002,39.96544688,116.2917677,TRUE
82698.5,北三环中路46号院,1986,39.96554157,116.3525312,TRUE
96454,双榆树西里,1988,39.96560805,116.313557,TRUE
89577,西颐北馆,1990,39.96561391,116.313049,FALSE
122755,德外大街2号院,1996,39.96573022,116.3748659,TRUE
129149,阳光上东滨河花园,2005,39.96573593,116.473607,TRUE
98853.38462,UHN国际村,2005,39.96591775,116.4419931,TRUE
66975.33333,西坝河北里,1994,39.96626408,116.4341621,FALSE
73818,和平街十五区2号院,1997,39.96645206,116.424833,TRUE
122902.0909,北三环中路12号院,1980,39.96646026,116.3793647,TRUE
61497,英特公寓,2002,39.96651908,116.4314929,TRUE
70377.63636,西坝河东里,1986,39.96658684,116.4438058,TRUE
103617,金星园,2004,39.96684573,116.4507956,TRUE
92407.33333,苏州街52号院,1998,39.96704644,116.3031462,TRUE
88842,丽都水岸B5区,2007,39.96716908,116.4785731,TRUE
92194.75,满庭芳园,1999,39.96718163,116.3260338,TRUE
59118,和景园,2001,39.96739284,116.3463657,TRUE
89903,丽都水岸,2005,39.96777739,116.4776816,TRUE
114931.5,北三环中路,1980,39.9677935,116.4024109,FALSE
85035.25,蓟门东里,1986,39.9678151,116.3468367,TRUE
121729.3333,裕中西里,1980,39.96784011,116.3813742,FALSE
86800,电信宿舍,1989,39.96798069,116.37029,FALSE
69721,深房大厦,1997,39.96801046,116.3930264,TRUE
44965,华世隆国际公寓,2001,39.96820647,116.4024484,TRUE
85085.5,北太平庄路,1995,39.96847462,116.3640225,TRUE
78080.5,安贞里,1984,39.96853805,116.3978018,FALSE
56045.66667,芳园南里西区,1996,39.96856452,116.4763827,FALSE
95131.71429,双榆树东里,1990,39.96861488,116.3211127,TRUE
84276.33333,北三环中路43号院,1990,39.96868161,116.3656614,TRUE
71959,胜古南里,1988,39.96882247,116.4090518,FALSE
81874.66667,胜古家园,1999,39.96900744,116.4069395,TRUE
123036.6522,裕中东里,1983,39.96916245,116.3835231,FALSE
85990.16667,南岗子,1978,39.96917943,116.5308548,FALSE
85765.5,御墅临枫锦园一区,2006,39.96926327,116.2373126,TRUE
134678,冠城大通澜石,2013,39.96926698,116.4430975,TRUE
92706.33333,安贞苑50号院,1996,39.96928554,116.4027549,FALSE
102346.3333,稻香园西里,1989,39.9693665,116.2989381,TRUE
67655,飘HOME,2004,39.96944134,116.4823618,TRUE
83792.5,花园路18号院,1998,39.9695758,116.359802,FALSE
103456.75,太阳园,2002,39.96964591,116.3366504,TRUE
85181.42857,都市网景,1999,39.96967285,116.3273463,TRUE
96888.66667,万泉庄1号院,1983,39.9698778,116.2999432,FALSE
117375.6667,火星园,2011,39.96995843,116.4380645,TRUE
109138,水星园,2005,39.96996994,116.4467223,TRUE
52964,华尊大厦,2003,39.97003854,116.3765823,TRUE
95515.625,双榆树北里,1986,39.97011118,116.3164006,TRUE
132339.8333,万泉新新家园,1999,39.97014907,116.2929647,TRUE
113166.5,大泥湾,1990,39.97019127,116.3194387,FALSE
59165.33333,风景线,2001,39.97023671,116.4761254,TRUE
65024,皇姑坟小区,1992,39.97045052,116.4047097,FALSE
87706,和泰园,2001,39.97071873,116.4358733,TRUE
81522.33333,庚坊国际,2005,39.97117932,116.3588378,TRUE
107469,王公坟社区,1991,39.97133554,116.2993944,FALSE
94343.33333,双榆树北路,1985,39.97140824,116.3169387,FALSE
93830.5,冠城南园,1998,39.97142529,116.3712681,TRUE
64572,芳园里,1987,39.97152394,116.478273,FALSE
89207.25,罗庄南里,1986,39.97153427,116.3390123,FALSE
83119,裕民路4号院,1982,39.97161143,116.3795839,FALSE
90967.875,榆苑公寓,1998,39.97170007,116.3251872,TRUE
90197.83333,汉荣家园,2000,39.97170507,116.3313666,TRUE
71584.75,卡布其诺,2005,39.97171772,116.5002819,TRUE
86942,北影小区,1990,39.97173066,116.3517893,FALSE
83314,国展新座,2003,39.97176684,116.4356669,TRUE
79918.66667,裕民路1号院,1981,39.97181935,116.3852035,FALSE
84588.66667,罗庄西里,1996,39.97190887,116.3378822,FALSE
67387.66667,沁园公寓,1999,39.97190967,116.3019532,TRUE
65132,华展国际公寓,1999,39.97194679,116.3776269,TRUE
89328.44444,太月园,1999,39.97199541,116.3408423,TRUE
71987,裕民路3号院,1982,39.97205828,116.3832779,FALSE
87526,黄亭子小区,1998,39.97211142,116.3495468,TRUE
91304,中关村东路106号院,1996,39.97224172,116.3287854,TRUE
94782.14286,青云北区,1984,39.97228286,116.3259696,FALSE
79453.5,新纪家园,2002,39.97242001,116.443824,TRUE
93379,凯德品元,2009,39.97244426,116.3794946,TRUE
83854.5,裕民东里,1988,39.97283685,116.380745,TRUE
102046,冠城北园,2000,39.97287566,116.3706699,TRUE
96085.28571,宏嘉丽园,2001,39.97291381,116.3386601,TRUE
120521,知春路82号院,1998,39.9729445,116.3237617,TRUE
71052,胜古北里,1993,39.9730832,116.4099353,FALSE
101739.25,知春里,1987,39.97309138,116.3137998,TRUE
103382,知春东里,1990,39.97311499,116.3204305,TRUE
75161,安贞西里,1984,39.97312144,116.3878748,FALSE
106409.625,锦秋知春,2003,39.97324879,116.3423692,TRUE
85972.5,罗庄东里,1993,39.97341595,116.3401353,FALSE
80102.33333,豪景佳苑,1998,39.97352622,116.3165806,TRUE
87380.66667,金谷园,1999,39.97377705,116.3286634,FALSE
97058,海淀南路30号院,1994,39.973812,116.2990508,FALSE
93460.5,安定路,1995,39.97402237,116.4009786,TRUE
87517.5,知春路56号院,1990,39.97423666,116.3313201,TRUE
93583,海淀南路,1990,39.97437842,116.3048456,TRUE
70324.5,知春大厦,1996,39.9743895,116.3143057,TRUE
73467,新华联丽港,2008,39.97443864,116.4862694,TRUE
93608,知春路52号院,1988,39.97453616,116.3315644,TRUE
94963,海淀南路31号院,2000,39.97476696,116.297362,TRUE
102691.5,知春路2号院,1991,39.97482776,116.3456751,TRUE
75959,银丰大厦,2000,39.97535174,116.3006352,TRUE
89817,知春嘉园,1997,39.97548351,116.3407136,TRUE
67975,元大都7号,2002,39.97585699,116.380816,TRUE
88343,万泉河62号院,1999,39.97595698,116.2996363,TRUE
85748.4,花园路3号院,1990,39.97596113,116.3581445,TRUE
89269.5,牡丹园东里,1995,39.97615601,116.3691866,TRUE
77046.33333,花园公寓,2007,39.97619427,116.36518,TRUE
66717.66667,芍药居甲2号院,1997,39.97624495,116.426384,TRUE
76218.5,小关东里8号院,1980,39.97631218,116.4070316,FALSE
74287,小关东里10号院,1991,39.97631619,116.4077851,FALSE
79956,远中悦莱,2005,39.97634941,116.3047605,TRUE
72227,希格玛公寓,1997,39.97656246,116.3308918,TRUE
89601,牡丹园西里,1996,39.97671398,116.3645263,TRUE
74467.57143,芍药居2号院,1982,39.97671682,116.4276592,FALSE
62500,高家园一区,1986,39.97678004,116.4769788,FALSE
67802,小关北里24号院,1987,39.97683464,116.4066578,TRUE
92223,新中关公寓,2006,39.97723569,116.3092835,TRUE
153403.1429,红玺台,2012,39.97724413,116.4322991,TRUE
77882,惠新南里2号院,1989,39.97731081,116.4155192,TRUE
87971.09091,塔院小区,1988,39.97737685,116.3542181,TRUE
68625,惠新西街33号院,1988,39.97748929,116.4099022,TRUE
104073.3333,金尚嘉园,2007,39.97765256,116.3606397,TRUE
71287,惠新南里1号院,1988,39.97765541,116.4171699,FALSE
77041,知春路丙18号院,1996,39.97765601,116.3324915,FALSE
117753,航天社区,2004,39.97777388,116.3254816,TRUE
87264.28571,花园北路乙28号院,1985,39.9779195,116.3677862,FALSE
88542.33333,邮科社区,1970,39.97797467,116.3519639,FALSE
67452.5,花家地南里,1993,39.97807306,116.4637534,FALSE
59821,星城国际,2002,39.97808898,116.4843691,TRUE
74836.25,都景苑,2001,39.97817771,116.3701726,TRUE
86520,牡丹园北里,1997,39.97824619,116.3709152,TRUE
57130.28571,高家园四区,1987,39.97826163,116.4764259,TRUE
77519.6,华盛家园,2001,39.97833818,116.3685417,TRUE
74959,马甸经典家园,2001,39.97835144,116.3755067,TRUE
72837,丽都壹号,2011,39.97835484,116.4997784,TRUE
92459.33333,荣上居,2006,39.97835769,116.3326256,TRUE
74990,华严里,1976,39.97846451,116.378425,FALSE
80439,小关街,1985,39.97846668,116.3719102,FALSE
71686,丽都东镇,2009,39.97848531,116.4737402,TRUE
88886,怡升园,2000,39.97856102,116.328391,TRUE
69412,华严里2号院,1992,39.97874061,116.3764138,FALSE
63009,红旗村6号院,1986,39.97881061,116.2002581,FALSE
74958,健翔国际公寓,2007,39.97882351,116.3748671,TRUE
118204.5,黄庄小区,1982,39.9789472,116.3122366,TRUE
73377,方舟苑一期,1998,39.97896855,116.4593975,TRUE
76421,方舟苑三期,2004,39.97896855,116.4593975,TRUE
71123,方舟苑二期,2001,39.97896855,116.4593975,TRUE
71528,华严北里2号院,1994,39.97907601,116.3771656,TRUE
119863.6471,东南小区,1984,39.97910813,116.3176972,FALSE
80320.42857,中鑫嘉园,2001,39.97916161,116.3723883,TRUE
78982.5,华严北里中科院,1987,39.97956303,116.3827877,FALSE
69943.33333,西屋国际,2004,39.97956623,116.3003096,TRUE
99808,银河湾,2010,39.97963364,116.4799918,TRUE
84871,花园东路14号院,1987,39.97969002,116.363848,FALSE
58746.66667,大山子南里,1994,39.9800748,116.4793076,FALSE
77026.66667,芍药居5号院,1987,39.98013122,116.4264712,FALSE
79714.66667,龙翔路小区,1994,39.98018682,116.3660927,TRUE
107373.7778,中关村,1994,39.98027814,116.3320914,FALSE
75467,惠新西里一区,1984,39.98029878,116.4157798,FALSE
68451.14286,吉利家园,2000,39.98034194,116.427514,TRUE
84921,中湾国际,2007,39.98037379,116.3011682,TRUE
67821,小关北里,1982,39.98039134,116.408923,FALSE
77636,芍药居,1991,39.98073072,116.4288033,TRUE
81022,鹿港嘉苑,2007,39.98073292,116.4512293,TRUE
100277,教委计生委大院,1995,39.98079727,116.3296091,FALSE
135638.5,太阳公元,2010,39.98085008,116.4358028,TRUE
127304.5,科育小区,1973,39.98101537,116.3150564,FALSE
79581,芍药居14号院,1990,39.98102449,116.4288619,FALSE
61868,世纪嘉园,2000,39.98109711,116.4044964,TRUE
62021.5,西山林场家属院,1983,39.98111716,116.180996,FALSE
73430.5,芍药居4号院,1998,39.98128961,116.4280951,TRUE
90988.5,中关村东路,1988,39.98142703,116.3272739,FALSE
52221.5,利景名门,2001,39.98146963,116.470911,TRUE
69112.64286,华严北里小区,1995,39.98149437,116.3836629,TRUE
90471,大河庄苑,2005,39.98159546,116.2979072,TRUE
54516,大山子西里,1980,39.98165742,116.4799267,FALSE
63925,恒兴大厦,2000,39.98171173,116.3265781,TRUE
64400,中环南路5号院,1995,39.98176298,116.4705351,FALSE
75779.16667,惠新里小区,1990,39.98190371,116.4175481,TRUE
75547.5,安苑东里一区,1990,39.98204541,116.4052494,FALSE
74699,惠新东街,1990,39.982093,116.4180418,FALSE
76223,华严北里9号院,1989,39.9821158,116.3768315,FALSE
52857,惠安轩,2000,39.98223136,116.4098525,TRUE
74374.5,惠新北里,1994,39.9824063,116.4157358,TRUE
73039,惠新北里1号院,1986,39.98248897,116.4159632,FALSE
51776,罗马花园,1995,39.98263112,116.4122413,TRUE
97804.42857,稻香园,1992,39.98263671,116.2955562,TRUE
105860,稻香园甲,1989,39.98263671,116.2955562,FALSE
74509,惠新西街甲17号院,1992,39.98292839,116.4098808,FALSE
75919,安苑里,1986,39.98292981,116.4065267,FALSE
86656,海淀大街25号,1990,39.98313544,116.2998497,FALSE
56756,宏源公寓,2001,39.98323382,116.4846267,TRUE
74894,惠新西街小区,1986,39.98323734,116.4099536,TRUE
73841.4,花家地小区,1993,39.98351523,116.4632997,FALSE
73696,育慧街2号院,1988,39.98363396,116.4205228,FALSE
68711,惠新苑,2000,39.98395543,116.4093715,TRUE
63790.85714,望京新城,1997,39.98415221,116.4628993,TRUE
74310,安苑东里三区,1992,39.98435475,116.4075978,FALSE
74324.8,安苑北里,1990,39.98442898,116.4032674,TRUE
60388,金隅国际,2005,39.98443071,116.4532807,TRUE
85781,惠新东街5号院,1987,39.98456291,116.4178512,FALSE
50377,嘉润花园,2001,39.98462215,116.472744,TRUE
86154.28571,志新村,1993,39.98465159,116.3602716,TRUE
71154.6,花家地北里,1994,39.98496129,116.4585789,TRUE
87521.42857,海淀路小区,1990,39.98496836,116.3070135,FALSE
66719,中环南路11号院,1993,39.98537073,116.4645968,FALSE
58104,百环地产,2001,39.98559203,116.2963208,TRUE
73316.875,华亭嘉园,2000,39.98565035,116.3794164,TRUE
82317.5,华严北里8号院,1999,39.98566278,116.3754058,TRUE
113913.4,科源小区,1992,39.98572588,116.3114818,FALSE
75747,高原街4号院,1991,39.9857781,116.4218945,FALSE
72275.25,千鹤家园,2003,39.98597193,116.4132012,TRUE
74573,点击未来,2004,39.98612591,116.4664474,TRUE
54542,西八间北里,1998,39.98641766,116.465634,FALSE
113766,龙湖唐宁one,2011,39.9864427,116.3291244,TRUE
110707.75,中关村北一条,1993,39.98645776,116.3168966,FALSE
72460.66667,嘉美风尚中心,2006,39.98646099,116.4751043,TRUE
63697.5,花家地西里二区,1996,39.98679531,116.4574257,FALSE
71499,绿雅阁,2000,39.98703565,116.4296887,TRUE
71825.57895,芍药居北里,1994,39.98706851,116.4285116,FALSE
74819.5,朝庭公寓,2008,39.98738528,116.4764092,TRUE
66443.6,望京路10号院,1992,39.9873897,116.4679053,TRUE
87125.4,中广宜景湾,2008,39.9875901,116.4483211,TRUE
64193.5,都市心海岸,2003,39.98766744,116.4609256,TRUE
75521,安慧里四区,1989,39.98768138,116.4043316,FALSE
63887.25,花家地西里一区,1995,39.98776579,116.4573062,TRUE
106299,燕归园,2000,39.98779662,116.3260452,FALSE
52024,北窑地,1986,39.98789105,116.4964531,FALSE
63292,望花路东里,1985,39.98795158,116.4665006,FALSE
84865,展春园,1985,39.98820926,116.3355344,FALSE
79299,太极小区,1987,39.98857659,116.3649506,FALSE
89884.66667,芙蓉里,1985,39.98857989,116.2953275,FALSE
83144.6,健翔园,1999,39.98859827,116.3684262,TRUE
67568.5,安翔南里,1981,39.98875141,116.3770783,FALSE
66290,花家地西里三区,1982,39.98889981,116.4535242,FALSE
84051,三空间,2005,39.98891029,116.4149643,TRUE
103917,五道口嘉园,2005,39.98893694,116.3331691,FALSE
83204.28571,大西洋新城A区,1999,39.98895682,116.4597303,TRUE
100280.6,水清木华园,2000,39.98897558,116.3223841,TRUE
72152.57143,丝竹园小区,1994,39.98900218,116.3735423,FALSE
71940,安慧里五区,1998,39.98912104,116.409152,TRUE
99190.66667,干杨树,1998,39.9892718,116.4137651,TRUE
66234,育慧里一区,2001,39.98932417,116.4239714,TRUE
94984,大西洋新城F区,2003,39.98941015,116.4598728,TRUE
118929,中关村三才堂,1990,39.98943359,116.3258831,FALSE
90122.5,成府路20号院,1995,39.98947634,116.3347231,FALSE
75384.33333,安慧里三区,1990,39.98949468,116.4039545,TRUE
62859,亚奥人家,1999,39.98953697,116.3771063,TRUE
78085.28571,金隅丽港城,2003,39.98991617,116.4557777,TRUE
112009.6667,颐和园宿舍,1997,39.989972,116.2769878,FALSE
50515.33333,加利大厦,1996,39.99004993,116.4097933,TRUE
56342.88889,银枫家园,2002,39.99024826,116.4930985,TRUE
115306.9375,华清嘉园,2000,39.99024878,116.329657,TRUE
66931.66667,望京路3号院,1985,39.99026136,116.4644024,FALSE
101580.1111,东升园,1998,39.99029416,116.3264683,TRUE
105183.5,清华园铁路宿舍,1982,39.990377,116.324766,FALSE
109289,远洋万和城A区,2010,39.99042795,116.4268163,TRUE
90139.25,大西洋新城B区,1999,39.99050678,116.4613957,FALSE
84893.75,国风上观,2010,39.99070221,116.4810111,TRUE
87326,北京香颂,2007,39.99077389,116.4466468,TRUE
66563.66667,汇园公寓,1990,39.99080772,116.395482,TRUE
68109.83333,南湖渠西里,1988,39.99111711,116.4485905,FALSE
72328,安翔里小区,1997,39.99119459,116.3741474,FALSE
75181.6,育慧里二区,1991,39.99119661,116.4191347,FALSE
83519.2,志新北里,1996,39.99135299,116.3619,TRUE
108787,远洋万和城B区,2009,39.99136997,116.4247713,TRUE
68545,盛和家园,2002,39.99171888,116.415105,TRUE
68081.8,安慧东里,1994,39.99172226,116.4116842,FALSE
93207.5,光大名筑,2004,39.99180533,116.4134458,TRUE
89363,科技大学,1988,39.99184565,116.3247743,FALSE
94456,大西洋新城D区,2002,39.99224261,116.4609224,TRUE
78507.4,安慧里二区,1989,39.99232653,116.4049792,TRUE
74825,华盛乐章,2001,39.99242728,116.3748373,TRUE
66423,世纪村东区,1996,39.99249536,116.4260506,FALSE
83719.83333,二里庄小区,1992,39.99275895,116.3614665,FALSE
62882,亚运花园,1996,39.99276342,116.4193318,TRUE
71525,志新西路七号院,1999,39.99308546,116.3582897,FALSE
81387.28571,王庄路27号院,1986,39.99322828,116.3328028,FALSE
57040.42857,香山煤厂街27号院,1981,39.9933461,116.1918124,FALSE
77488,安慧里一区,1990,39.99340506,116.4066493,TRUE
75206.33333,欧陆经典,2001,39.9935679,116.4151223,TRUE
